회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
디앤에스에버,"마감일
상시",데브옵스/클라우드/인프라 엔지니어 (AWS) 채용 (병역특례 가능),devops/시스템 엔지니어,"• 관련 경력 3년 이상의 경험이 있으신 분
• Linux, Docker, Kubernetes 사용 경험 있으신 분
• Python, Shell 스크립트 사용 가능하신 분
• Terraform, Ansible 사용 경험 있으신 분
• 컨테이너 오케스트레이션 운영 경험 있으신 분
• Infrastructure as Code 를 통한 인프라 운영 경험이 있으신 분
• High Availability, Fault Tolerant System에 대한 이해도가 높으신 분","• 컴퓨터 관련 분야 전공자
• AWS 관련 자격증 있으신 분
• AWS 관련 교육 이수하신 분
• 대용량 서비스 운영 경험 있으신 분
• MySQL 또는 PostgreSQL 등 RDBMS 및 SQL 사용 가능하신 분
• Grafana, Prometheus 등을 활용하여 통합 모니터링 시스템 구축 경험 있으신 분
• 다양한 오픈소스 소프트웨어 (Redis, RabbitMQ, Kafka, Jenkins, ArgoCD) 활용 경험","경력
경력 3~18년","Linux
Docker
Kubernetes
Python
MySQL
PostgreSQL
Terraform
Ansible
AWS",https://www.jumpit.co.kr/position/12185,"든든한 식사와 간식을 지원해요
• 점심식대 14,000원 실비지원 / 조식 샌드위치 제공
• 간식창고 운영
• 바리스타가 제공하는 커피 및 음료 무제한 지원

높은 업무 집중도를 위해 최적의 환경을 제공해드려요
• 최고 사양의 디바이스 지급
• 허리 건강을 위한 모션 데스크 제공
• 야근 후 귀가 시 택시비 지원
• 업무 관련 도서 구매 지원
• 강남역 3번 출구에서 도보 2분 거리의 초역세권 근무지 

편안한 휴식과 재충전을 지원해요
• 3년 근속 시, 리프레시 휴가 10일 및 리프레시 휴가비 제공

직원들의 경조사를 함께해요
• 생일축하금 지급
• 경조사 휴가 지원"
캐시멜로,"마감일
상시",핀테크 기업 [캐시멜로] DevOps 개발자 채용(경력 3년이상),devops/시스템 엔지니어,"[기술스택]
• Java, Spring boot
• kubernetes, Docker 
• ArgoCD, Prometheus,Github

• 클라우드 환경에서 DevOps 경력 3년 이상이신 분
• CI/CD 파이프라인 구축 또는 운영 경험이 있으신 분 (Git, 빌드, 배포)
• Linux 계열 운영체제에 대한 이해와 사용 경험이 있으신 분
• 장애 발생 시 반복되는 문제를 근본적으로 해결한 경험이 있으신 분","• 문서화와 매뉴얼 제작에 거부감이 없으신 분
• 반복작업이 발생하면 자동화하고 싶으신 분
• 네트워크에 대한 이해가 있으신 분
• 어플리케이션, 인프라 또는 보안 모니터링 시스템 개발, 운영 경험이 있으신 분","경력
경력 3~10년","AWS
Docker
Kubernetes
Kong",https://www.jumpit.co.kr/position/12032,"• 4대보험, 연차
• 스톡옵션
• 내일채움공제
• 명절선물
• 업무용 맥북제공
• 자율복장"
콰가,"마감일
상시",DevOps 정규직 모집합니다,devops/시스템 엔지니어,"• 경력 : 경력 2년 ~ 6년(팀원급)
• Azure 기반의 서비스 구축 및 운영 경험이 있으신 분
• Linux, Docker, Kubernetes 사용 경험 있으신 분
• Public Cloud(AWS, Azure, GCP 등)에 대한 지식을 보유하신 분
• Infra 전반에 대한 지식을 보유하신 분","• 새로운 기술을 접하는데 주저함이 없는 분
• 적극적인 마인드","경력
경력 2~6년","azure devops
azure devops server
azure
aws
linux
docker
kubernetes
gcp",https://www.jumpit.co.kr/position/15133,"⏰ 근무시간은 자율적으로 정하되, 원활한 커뮤니케이션과 집중근무가 가능하도록 9시를 기준으로 전후 1시간씩 유도리를 둡니다. 
🏖 눈치보지 않고 자율적으로 휴가 사용해요. 
🖥 따끈따끈 최신장비와 업무역량을 끌어올려주는 도서비 지원
🍭 입이 심심하지 않도록 끝없이 지원되는 간식과 음료
🚕 그럴리 없겠지만 혹시라도 늦게까지 일한 당신. 맛있는 저녁 드시고 택시타고 들어가세요.
💁‍♀️ 4대보험 같은 거는 기본인거 아시죠? 
🚋 (개발실) 지하철 9호선 / 공항철도 마곡나루역에서 느린걸음으로 4분거리에 위치해 있습니다."
클라우다이크,"마감일
상시",데브옵스 엔지니어,devops/시스템 엔지니어,"• 리눅스 서버
• 최소 1가지 이상의 퍼블릭 클라우드 경험 (kt cloud, aws, ncp, azure)
• docker, mongodb
• Ansible, Jenkins 활용한 자동화
• Git, Jira, Bitbucket 활용한 배포 및 협업 툴
• 영어 가능자","• 시스템 어드민 경력 우대
• 데봅스 경력 최우대
• B2B SaaS 개발 경력 우대
• 영어 가능자","경력
경력 3~20년","Docker
MongoDB
Ansible
Jenkins
Linux
Bitbucket
AWS
AZURE
Git
Jira",https://www.jumpit.co.kr/position/2237,"• 유연한 출퇴근 및 점심 제공
• 일정 자격요건 충족시 스톡옵션 제공
• 선택적 재택근무 가능
• 해외 프로젝트 기회 많음 (해외 개발자들과 협업)"
열림데이타시스템,"마감일
상시",시스템 서버 엔지니어,devops/시스템 엔지니어,"• 신입 : 경력무관
• 경력 : 1~10년 이하
- Windows, Linux, Unix 시스템 구축 및 운영
- Web/Was 설치 운영 경험, 클라우드 환경 경험 및 이해, VMware사용 경험
- DB(MS-SQL, MY-SQL, Oracle) 설치 및 백업 경험
- NetWork, Firewall 정책 설정 및 운영 경험","• 정보처리기사, 리눅스 마스터, OCP, CISCO","경력
신입~10년","Linux
MSSQL
MySQL
Oracle
Windows
Network",https://www.jumpit.co.kr/position/2676,"• 4대보험, 퇴직금, 생일축하금, 명절선물, 생일축하금, 출산선물, 결혼기념일선물, 경조사비, 사우회선물 등
• 인센티브제, 장기근속포상, 인재추천포상제"
아크리얼,"마감일
상시",데브옵스 엔지니어 (DevOps Engineer),devops/시스템 엔지니어,"• 3년 이상의 퍼블릭 클라우드(AWS, GCP, Azure 등) 에서의 개발 혹은 구축 및 운영 경험이 있으신 분을 찾고 있어요.
• 애플리케이션 모니터링 시스템을 구축하거나 운영한 경험이 있으신 분을 찾고 있어요.
• 문제에 대한 핵심 파악과 구조화 된 해결 방법을 이끌어 낼 수 있으신 분을 찾고 있어요.
• 현재의 경험을 바탕으로 새로운 기술을 끊임없이 학습할 수 있으신 분을 찾고 있어요.","• 컴퓨터 공학 전공 혹은 그에 준하는 전공 및 지식을 보유하신 분
• CI/CD 구축 및 운영까지 경험이 있으신 분
• IaC 관련 툴 사용 경험이 있으신 분
• 다양한 환경 에서의 장애 처리 및 트러블슈팅 경험이 있으신 분
• 보안 인증 경험이 있으신 분(ISMS, ISO 27001 등)
• 네트워크 구성(라우팅, 방화벽 등) 대한 이해가 높으신 분","경력
경력 3~20년","Node.js
TypeScript
GraphQL
MySQL
PostgreSQL
NoSql
AWS
GCP
AZURE
Network",https://www.jumpit.co.kr/position/17926,"• 자기주도적이고 효율적인 업무 방식
 - 수평적인 호칭 체계를 위해 영어이름을 사용해요
 - 직급은 없지만 탁월한 성과를 낼 수 있도록 돕는 리더가 있어요
 - 조직과 구성원이 서로의 다양성을 존중해요
 - 출근 시간은 8~10시 사이에서 자유롭게 스스로 정해요
 - 휴가는 자유롭게 1시간 단위로 사용가능해요
• 성장을 위한 지원
 - 신규 입사자 온보딩 프로그램이 있어요
 - 직무 관련 교육이나 도서비를 회사에서 제공해요
• 몰입을 위한 근무 환경
 - 예산안 안에서 노트북, 모니터 등을 편의에 맞는 장비로 선택하실 수 있어요
 - 테헤란로 삼성역에서 도보 5분 이내에 사무실이 있어요
 - 미팅과 방해없는 집중 업무 시간이 있어요
• 당신에게 투자합니다! 
 - 동종 업계나 타사 대비 경쟁력있는 급여를 지급해요
 - 스톡옵션 제도가 있어요
 - 종합 건강검진 지원해요
 - 건강한 음료와 무제한 커피를 제공해요
 - 생일에 반일 휴가와 상품권을 드려요
 - 명절(설/추석)에 선물을 드려요
 - 중소기업 청년 소득세 감면 혜택 적용 가능해요"
피어테크,"마감일
2023-07-31",[병역특례_보충역/전직] 인프라 엔지니어,devops/시스템 엔지니어,"• 자신의 생각을 한 가지 이상의 프로그램 언어로 옮길 수 있음
• 기본적인 알고리즘, 데이터구조, OS, 데이터베이스 등 전산 지식에 대한 이해
• 클라우드 네이티브 환경에 대한 관심과 이해도
• 인프라 관리 업무 자동화 가능: Ansible, Python, Go
* 보충역은 병역판정검사 4급을 받은 분에 한해 지원 가능합니다.","• 가상자산(디지털 자산), 금융, 블록체인에 대한 관심을 보유하신 분
• 클라우드 기반 시스템 구축 & 운영 자동화 경험을 보유하신 분(AWS 등)
• 컨테이너 오케스트레이션 구축 & 운영 경험을 보유하신 분(Kubertnes)
• 소스 버전 관리 도구와 익숙함 (git, jenkins 등)
• 네트워킹 지식 보유(TCP/IP, Router, Switch, WiFi, VPN, Firewall)","경력
경력 3~8년","Ansible
Kubernetes
GitHub
Jenkins
AWS Elastic Beanstalk
Linux
Python
Go
AWS
Blockchain",https://www.jumpit.co.kr/position/16969,"피어테크는 구성원들이 뛰어난 동료들과 함께 최고의 퍼포먼스를 낼 수 있도록 다양한 복리후생 프로그램을 제공하며, 더 좋은 근무환경을 만들기 위해 지속적으로 연구하고 있습니다.

[업계 최고 복지혜택]
• 든든하게 점심식대 지원
• 본인과 가족의 건강검진 지원
• 개인 법인카드로 편리하게, 석식 지원
• 외근, 야근 교통비 지원
• 듀얼 모니터, MAC 및 필요 최신장비 제공

[커리어 개발 지원]
• 최신식 금융 시스템 및 혁신 트렌드 선도
 (클라우드 기반 ISMS, 블록체인, 디지털 자산, CBDC, 결제, 금융상품 등)
• 꾸준한 지식습득 장려 도서비 지원
• 업무 역량강화 교육비 지원

[업무 효율 최우선]
• 최신식 클라우드 업무 환경 
 (AWS, G-suite, Slack, Atlassian, 1Password 등)
• 지하철 2호선, 9호선 근접한 편리한 교통

[추가 포상제도]
• 평가를 통한 인센티브 제공
• 기여도에 따른 스톡옵션 기회 부여
 
[휴게공간]
• 아침마다 채워지는 식사대용 간편식과 과일
• 내가 원하는 간식 언제든지 스낵바 이용

[경조사 지원]
• 본인과 가족의 출산과 육아지원 출산휴가/육아휴직
• 기쁨과 슬픔도 함께하며 경조사비 및 경조휴가
• 직원들의 생일도 함께 사내 생일파티"
리디,"마감일
상시",[리디] 데이터 엔지니어,devops/시스템 엔지니어,"• 데이터 가공 및 분산 처리 기술에 대한 이해
• 알고리즘, 데이터구조, OS, 데이터베이스 등 기본적인 전산 지식에 대한 이해
• 기본적인 SQL 및 프로그래밍 능력","• Hadoop MR, Hive, Spark 등 분산 처리 기술 관련 개발 경험
• 대용량/실시간 데이터 분산 처리 시스템 설계 및 운영 경험
• AWS, GCP등 클라우드 환경에서의 데이터 파이프라인 구축 및 운영 경험
• GA, Tableau 등 외부 분석/시각화 도구에 대한 지식
• Python, Java, Scala 중 하나 이상을 이용한 개발 경험","경력
경력 2~10년","Java
Python
Scala
SQL
Tableau
Hive
Spark
Hadoop
AWS
GCP",https://www.jumpit.co.kr/position/17804,"■ WORK
리더스(Ridus)가 업무에만 몰입할 수 있도록 쾌적한 업무 환경을 제공합니다
• “건강의 첫째 조건, 잘 먹기!” 점심식대 1만원 지원 (야근 시 저녁식대 1.5만원 지원)
• 선릉역 1분 거리에 뛰어난 접근성을 가진 사무실 제공
• 야근 시 택시비 전액 지원

■ LIFE
업무외의 삶 역시 리디에서 지원합니다.
• 최대 1억 원 한도 주택자금 대출이자 지원
• 경조사 지원 및 명절 상품권 지급
• 휴식이 필요할 때 제휴 호텔&리조트 할인
• 근속 3년마다 리프레쉬 휴가(2주) 및 5성급 호텔 숙박권 제공
• [쏘카x리디] 카셰어링 혜택 제공

■ GROWTH
개인의 성장을 이룰 수 있도록 리디가 함께합니다. 
• 체력단련비 최대 월 20만원 지원
• 자기개발비 일부 지원
• 리디 서비스 지원 - 리디셀렉트 무료, 리디캐시 충전액&만타 구독료 30% 지원
• 직무 관련 도서 구매비 무제한 지원
• 엔지니어 대상 AWS 학습비용 지원 (최대 20만원)

■ HEALTH
건강한 몸과 마음을 바탕으로 일할 수 있는 문화를 지향합니다
• 제철 과일, 우유, 두유, 시리얼 등 간식 제공
• 영양제, 견과류, 건강음료 제공
• 임직원 및 배우자 연1회 건강검진 지원 (부모 및 배우자의 부모 격년 1회 지원)
• 사고나 질병에 대비한 단체상해보험 제공
• 편안한 휴식을 취할 수 있도록 안마의자 구비
• 독감 예방 주사, 스케일링 연1회, 멘탈케어 전액 지원"
보령,"마감일
상시",예산공장 DI팀 시스템개발자 채용 / 신입가능,devops/시스템 엔지니어,"• 학력 : 대졸 이상 (4년)
• 경력 : 경력무관 / 신입 가능
• C#, HTML5, 실버라이트, MSSQL, OpenQuery, 깃허브 사용 가능한 자","• 예산공장 인근거주자 우대
• 동종업계 경력 우대","경력
신입~3년","C#
HTML5
MSSQL
GitHub
MES",https://www.jumpit.co.kr/position/17819,"• 복지포인트 연 50만원(1월 1일, 7월 1일 절반씩 지급) / 복지몰 운영
• 100만원 상당의 건강검진
• 직원 단체보험 가입(상해보험 또는 치아보험 중 선택가능)
• 자녀 학자금
• 명절, 생일 등 기념일 선물 제공 / 각종 경조사 지원
• 자사 제품 할인
• 샌드위치데이 off, 연말 closing"
쓰리아이,"마감일
상시",IT System Admin/Infra Engineer,devops/시스템 엔지니어,"• 2년 이상의 IT Infra(Network, Server, Security) 운영 경험
• Public Cloud(AWS 등) 운영 경험
• OS(Linux)에 대한 이해
• Public Cloud(AWS 등) 구축 및 보안 정책 운영 경험
• 뛰어난 커뮤니케이션 능력 – verbal & written
• 조직력과 시간관리 능력
• 열정적이고 공감능력이 있으며 사람들에게 쉽게 다가가는 친근한 성격",-,"경력
경력 2~20년","AWS
Network
Cisco
Linux",https://www.jumpit.co.kr/position/17955,"• 점심 식대 지원 
• 직급 및 포지션에 따라 스톡옵션 지급 가능
• 장기 근속자 포상
• 매달 우수사원 표창
• 매년 직원 건강검진 시행
• 편안한 자율 복장
• 초과 근무시 저녁식대 제공
• 임직원 생일선물 제공
• 조건 충족시 청년내일채움공제 신청 가능
• 3i Snack Bar: 다양하고 건강한 음료, 차, 커피 그리고 스낵 무한 제공
• 회사의 이익, 성장 기여도 및 개인 성과에 따른 정기 인센티브(연 1회) 및 수시 인센티브(연중 수시)
• 설, 추석 명절 상여 지급
• 회사제품 임직원 할인"
휴레이포지티브,"마감일
상시",[휴레이] DevOps Engineer,devops/시스템 엔지니어,"• DevOps 관련 업무를 최소 2년 이상 전담하시거나 그에 준하는 실력이 있으신 분
• 컨테이너 보안 및 클라우드 보안에 대한 전반적인 이해도가 있으신 분
• 새로운 기술에 빠르게 적응하며 지속적으로 성장을 원하시는 분
• 서비스 운영 및 트러블 슈팅에 관심이 많은신 분
• 리눅스 및 네트워크에 대한 기본 지식을 보유하신분
• Python, Shell script 등의 스크립트 언어 활용이 가능하신 분","• 무중단 서비스의 고가용성 유지를 위한 서버 인프라 설계 및 모니터링 경험이 있으신 분
• 대용량 트래픽 서비스 운영 경험 및 트러블 슈팅 경험이 있으신 분
• Kubernetes 구축 및 운영 경험 및 기술 보유 하신 분
• 네이버클라우드나 AWS 퍼블릭 클라우드 기반의 서비스 구축 및 운영 경험이 있으신 분
• Terraform 등을 이용한 IaC 구축을 경험 해보신 분
• MySQL, MongoDB, Kafka 등을 구축 및 운영 경험이 있으신 분","경력
경력 2~10년","Kubernetes
AWS
Python
GitHub
Argo",https://www.jumpit.co.kr/position/17796,"• 8시 - 10시 자율적으로 출근해요. (시차출퇴근제 운영)
• 휴가를 쓰는데 당연히 눈치볼 필요 없어요.
• 매주 금요일은 1시간 일찍 퇴근할 수 있어요. (주 39시간)
• 강남역에 위치한 넓고 쾌적한 사무실에서 일해요.
• 스낵바와 맛있는 최고급 원두커피가 있어요. (살찜 주의)
• 업무에 필요한 장비를 지원해요. (MacBook Pro/LG Gram)
• 회사생활에 필요한 모든 것이 담겨있는 웰컴키트를 드려요.
• CEO도, 본부장도, 신입 사원도 모두 직급 없이 ~님으로 불러요.
• 매주 금요일 11시에는 모두 모여서 세미나를 진행해요.
• 한 주는 소통과 협력을 위한 Friendly Session, 한 주는 지식 공유회를 진행해요.
• 분기에 한번은 CEO와 함께 경영 현황을 공유하는 타운홀 미팅을 가져요.
• 업무 관련 도서 구입비, 외부 세미나 참가비를 연 100만원 지원해요.
• 휴레이어와 가족의 종합검진을 지원해요.
• 경조사가 있으면 휴가와 경조사비를 지원해요.
• 장기근속휴가와 포상금을 드려요
• 명절이나 가정의 달 등에는 선물을 드려요.
• 생일에도 선물과 오후 반차를 지급해드려요."
